,longitude,latitude,region
46860,12.25,48.25,Bayern
46870,12.25,48.0,Bayern
46880,12.25,47.75,Bayern
46890,12.25,47.5,Bayern
46910,12.25,47.0,Provincia Autonoma di Bolzano/Bozen
46920,12.25,46.75,Provincia Autonoma di Bolzano/Bozen
46930,12.25,46.5,Veneto
46940,12.25,46.25,Veneto
46950,12.25,46.0,Veneto
46960,12.25,45.75,Veneto
46970,12.25,45.5,Veneto
46980,12.25,45.25,Veneto
46990,12.25,45.0,Veneto
47000,12.25,44.75,Emilia-Romagna
47010,12.25,44.5,Emilia-Romagna
47020,12.25,44.25,Emilia-Romagna
47030,12.25,44.0,Emilia-Romagna
47040,12.25,43.75,Toscana
47050,12.25,43.5,Umbria
47060,12.25,43.25,Umbria
47070,12.25,43.0,Umbria
47080,12.25,42.75,Umbria
47090,12.25,42.5,Lazio
47100,12.25,42.25,Lazio
47110,12.25,42.0,Lazio
47120,12.25,41.75,Lazio
47150,12.25,38.0,Sicilia
47230,12.5,54.5,Mecklenburg-Vorpommern
47240,12.5,54.25,Mecklenburg-Vorpommern
47250,12.5,54.0,Mecklenburg-Vorpommern
47260,12.5,53.75,Mecklenburg-Vorpommern
47270,12.5,53.5,Mecklenburg-Vorpommern
47280,12.5,53.25,Brandenburg
47290,12.5,53.0,Brandenburg
47300,12.5,52.75,Brandenburg
47310,12.5,52.5,Brandenburg
47320,12.5,52.25,Brandenburg
47330,12.5,52.0,Sachsen-Anhalt
47340,12.5,51.75,Sachsen-Anhalt
47350,12.5,51.5,Sachsen
47360,12.5,51.25,Sachsen
47370,12.5,51.0,Thüringen
47380,12.5,50.75,Sachsen
47390,12.5,50.5,Sachsen
47400,12.5,50.25,Sachsen
47410,12.5,50.0,Bayern
47420,12.5,49.75,Bayern
47430,12.5,49.5,Bayern
47440,12.5,49.25,Bayern
47450,12.5,49.0,Bayern
47460,12.5,48.75,Bayern
47470,12.5,48.5,Bayern
47480,12.5,48.25,Bayern
47490,12.5,48.0,Bayern
47500,12.5,47.75,Bayern
47540,12.5,46.75,Veneto
47550,12.5,46.5,Veneto
47560,12.5,46.25,Friuli-Venezia Giulia
47570,12.5,46.0,Friuli-Venezia Giulia
47580,12.5,45.75,Veneto
47590,12.5,45.5,Veneto
47610,12.5,45.0,Veneto
47620,12.5,44.75,Veneto
47640,12.5,44.25,Emilia-Romagna
47650,12.5,44.0,Emilia-Romagna
47660,12.5,43.75,Marche
47670,12.5,43.5,Marche
47680,12.5,43.25,Umbria
47690,12.5,43.0,Umbria
47700,12.5,42.75,Umbria
47710,12.5,42.5,Umbria
47720,12.5,42.25,Lazio
47730,12.5,42.0,Lazio
47740,12.5,41.75,Lazio
47750,12.5,41.5,Lazio
47780,12.5,38.0,Sicilia
47790,12.5,37.75,Sicilia
47800,12.5,37.5,Sicilia
47860,12.75,54.5,Mecklenburg-Vorpommern
47870,12.75,54.25,Mecklenburg-Vorpommern
47880,12.75,54.0,Mecklenburg-Vorpommern
47890,12.75,53.75,Mecklenburg-Vorpommern
47900,12.75,53.5,Mecklenburg-Vorpommern
47910,12.75,53.25,Mecklenburg-Vorpommern
47920,12.75,53.0,Brandenburg
47930,12.75,52.75,Brandenburg
47940,12.75,52.5,Brandenburg
47950,12.75,52.25,Brandenburg
47960,12.75,52.0,Brandenburg
47970,12.75,51.75,Sachsen-Anhalt
47980,12.75,51.5,Sachsen
47990,12.75,51.25,Sachsen
48000,12.75,51.0,Sachsen
48010,12.75,50.75,Sachsen
48020,12.75,50.5,Sachsen
48060,12.75,49.5,Bayern
48070,12.75,49.25,Bayern
48080,12.75,49.0,Bayern
48090,12.75,48.75,Bayern
48100,12.75,48.5,Bayern
48110,12.75,48.25,Bayern
48120,12.75,48.0,Bayern
48130,12.75,47.75,Bayern
48140,12.75,47.5,Bayern
48170,12.75,46.75,Veneto
48180,12.75,46.5,Friuli-Venezia Giulia
48190,12.75,46.25,Friuli-Venezia Giulia
48200,12.75,46.0,Friuli-Venezia Giulia
48210,12.75,45.75,Veneto
48220,12.75,45.5,Veneto
48250,12.75,44.0,Emilia-Romagna
48260,12.75,43.75,Marche
48270,12.75,43.5,Marche
48280,12.75,43.25,Umbria
48290,12.75,43.0,Umbria
48300,12.75,42.75,Umbria
48310,12.75,42.5,Umbria
48320,12.75,42.25,Lazio
48330,12.75,42.0,Lazio
48340,12.75,41.75,Lazio
48350,12.75,41.5,Lazio
48380,12.75,38.25,Sicilia
48390,12.75,38.0,Sicilia
48400,12.75,37.75,Sicilia
48410,12.75,37.5,Sicilia
48470,13.0,54.5,Mecklenburg-Vorpommern
48480,13.0,54.25,Mecklenburg-Vorpommern
48490,13.0,54.0,Mecklenburg-Vorpommern
48500,13.0,53.75,Mecklenburg-Vorpommern
48510,13.0,53.5,Mecklenburg-Vorpommern
48520,13.0,53.25,Mecklenburg-Vorpommern
48530,13.0,53.0,Brandenburg
48540,13.0,52.75,Brandenburg
48550,13.0,52.5,Brandenburg
48560,13.0,52.25,Brandenburg
48570,13.0,52.0,Brandenburg
48580,13.0,51.75,Sachsen-Anhalt
48590,13.0,51.5,Sachsen
48600,13.0,51.25,Sachsen
48610,13.0,51.0,Sachsen
48620,13.0,50.75,Sachsen
48630,13.0,50.5,Sachsen
48680,13.0,49.25,Bayern
48690,13.0,49.0,Bayern
48700,13.0,48.75,Bayern
48710,13.0,48.5,Bayern
48720,13.0,48.25,Bayern
48730,13.0,48.0,Bayern
48740,13.0,47.75,Bayern
48750,13.0,47.5,Bayern
48790,13.0,46.5,Friuli-Venezia Giulia
48800,13.0,46.25,Friuli-Venezia Giulia
48810,13.0,46.0,Friuli-Venezia Giulia
48820,13.0,45.75,Veneto
48830,13.0,45.5,Veneto
48850,13.0,44.0,Marche
48860,13.0,43.75,Marche
48870,13.0,43.5,Marche
48880,13.0,43.25,Marche
48890,13.0,43.0,Marche
48900,13.0,42.75,Umbria
48910,13.0,42.5,Lazio
48920,13.0,42.25,Lazio
48930,13.0,42.0,Lazio
48940,13.0,41.75,Lazio
48950,13.0,41.5,Lazio
48960,13.0,41.25,Lazio
48980,13.0,38.25,Sicilia
48990,13.0,38.0,Sicilia
49000,13.0,37.75,Sicilia
49010,13.0,37.5,Sicilia
49070,13.25,54.5,Mecklenburg-Vorpommern
49080,13.25,54.25,Mecklenburg-Vorpommern
49090,13.25,54.0,Mecklenburg-Vorpommern
49100,13.25,53.75,Mecklenburg-Vorpommern
49110,13.25,53.5,Mecklenburg-Vorpommern
49120,13.25,53.25,Brandenburg
49130,13.25,53.0,Brandenburg
49140,13.25,52.75,Brandenburg
49150,13.25,52.5,Berlin
49160,13.25,52.25,Brandenburg
49170,13.25,52.0,Brandenburg
49180,13.25,51.75,Brandenburg
49190,13.25,51.5,Brandenburg
49200,13.25,51.25,Sachsen
49210,13.25,51.0,Sachsen
49220,13.25,50.75,Sachsen
49230,13.25,50.5,Sachsen
49280,13.25,49.25,Bayern
49290,13.25,49.0,Bayern
49300,13.25,48.75,Bayern
49310,13.25,48.5,Bayern
49320,13.25,48.25,Bayern
49390,13.25,46.5,Friuli-Venezia Giulia
49400,13.25,46.25,Friuli-Venezia Giulia
49410,13.25,46.0,Friuli-Venezia Giulia
49420,13.25,45.75,Friuli-Venezia Giulia
49450,13.25,43.75,Marche
49460,13.25,43.5,Marche
49470,13.25,43.25,Marche
49480,13.25,43.0,Marche
49490,13.25,42.75,Marche
49500,13.25,42.5,Abruzzo
49510,13.25,42.25,Abruzzo
49520,13.25,42.0,Abruzzo
49530,13.25,41.75,Lazio
49540,13.25,41.5,Lazio
49550,13.25,41.25,Lazio
49570,13.25,38.25,Sicilia
49580,13.25,38.0,Sicilia
49590,13.25,37.75,Sicilia
49600,13.25,37.5,Sicilia
49610,13.25,37.25,Sicilia
49670,13.5,54.25,Mecklenburg-Vorpommern
49680,13.5,54.0,Mecklenburg-Vorpommern
49690,13.5,53.75,Mecklenburg-Vorpommern
49700,13.5,53.5,Mecklenburg-Vorpommern
49710,13.5,53.25,Brandenburg
49720,13.5,53.0,Brandenburg
49730,13.5,52.75,Brandenburg
49740,13.5,52.5,Berlin
49750,13.5,52.25,Brandenburg
49760,13.5,52.0,Brandenburg
49770,13.5,51.75,Brandenburg
49780,13.5,51.5,Brandenburg
49790,13.5,51.25,Sachsen
49800,13.5,51.0,Sachsen
49810,13.5,50.75,Sachsen
49820,13.5,50.5,Sachsen
49880,13.5,49.0,Bayern
49890,13.5,48.75,Bayern
49900,13.5,48.5,Bayern
49910,13.5,48.25,Bayern
49980,13.5,46.5,Friuli-Venezia Giulia
49990,13.5,46.25,Friuli-Venezia Giulia
50000,13.5,46.0,Friuli-Venezia Giulia
50010,13.5,45.75,Friuli-Venezia Giulia
50050,13.5,43.75,Marche
50060,13.5,43.5,Marche
50070,13.5,43.25,Marche
50080,13.5,43.0,Marche
50090,13.5,42.75,Abruzzo
50100,13.5,42.5,Abruzzo
50110,13.5,42.25,Abruzzo
50120,13.5,42.0,Abruzzo
50130,13.5,41.75,Lazio
50140,13.5,41.5,Lazio
50150,13.5,41.25,Lazio
50170,13.5,38.25,Sicilia
50180,13.5,38.0,Sicilia
50190,13.5,37.75,Sicilia
50200,13.5,37.5,Sicilia
50210,13.5,37.25,Sicilia
50270,13.75,54.25,Mecklenburg-Vorpommern
50280,13.75,54.0,Mecklenburg-Vorpommern
50290,13.75,53.75,Mecklenburg-Vorpommern
50300,13.75,53.5,Mecklenburg-Vorpommern
50310,13.75,53.25,Brandenburg
50320,13.75,53.0,Brandenburg
50330,13.75,52.75,Brandenburg
50340,13.75,52.5,Brandenburg
50350,13.75,52.25,Brandenburg
50360,13.75,52.0,Brandenburg
50370,13.75,51.75,Brandenburg
50380,13.75,51.5,Brandenburg
50390,13.75,51.25,Sachsen
50400,13.75,51.0,Sachsen
50410,13.75,50.75,Sachsen
50480,13.75,49.0,Bayern
50490,13.75,48.75,Bayern
50500,13.75,48.5,Bayern
50580,13.75,46.5,Friuli-Venezia Giulia
50590,13.75,46.25,Friuli-Venezia Giulia
50600,13.75,46.0,Friuli-Venezia Giulia
50610,13.75,45.75,Friuli-Venezia Giulia
50620,13.75,45.5,Friuli-Venezia Giulia
50670,13.75,43.5,Marche
50680,13.75,43.25,Marche
50690,13.75,43.0,Marche
50700,13.75,42.75,Abruzzo
50710,13.75,42.5,Abruzzo
50720,13.75,42.25,Abruzzo
50730,13.75,42.0,Abruzzo
50740,13.75,41.75,Lazio
50750,13.75,41.5,Lazio
50760,13.75,41.25,Lazio
50770,13.75,41.0,Campania
50780,13.75,40.75,Campania
50800,13.75,38.0,Sicilia
50810,13.75,37.75,Sicilia
50820,13.75,37.5,Sicilia
50830,13.75,37.25,Sicilia
50840,13.75,37.0,Sicilia
50900,14.0,54.0,Mecklenburg-Vorpommern
50910,14.0,53.75,Mecklenburg-Vorpommern
50920,14.0,53.5,Mecklenburg-Vorpommern
50930,14.0,53.25,Brandenburg
50940,14.0,53.0,Brandenburg
50950,14.0,52.75,Brandenburg
50960,14.0,52.5,Brandenburg
50970,14.0,52.25,Brandenburg
50980,14.0,52.0,Brandenburg
50990,14.0,51.75,Brandenburg
51000,14.0,51.5,Brandenburg
51010,14.0,51.25,Sachsen
51020,14.0,51.0,Sachsen
51030,14.0,50.75,Sachsen
51230,14.0,45.75,Friuli-Venezia Giulia
51240,14.0,45.5,Friuli-Venezia Giulia
51290,14.0,43.0,Marche
51300,14.0,42.75,Abruzzo
51310,14.0,42.5,Abruzzo
51320,14.0,42.25,Abruzzo
51330,14.0,42.0,Abruzzo
51340,14.0,41.75,Abruzzo
51350,14.0,41.5,Molise
51360,14.0,41.25,Campania
51370,14.0,41.0,Campania
51380,14.0,40.75,Campania
51410,14.0,38.0,Sicilia
51420,14.0,37.75,Sicilia
51430,14.0,37.5,Sicilia
51440,14.0,37.25,Sicilia
51450,14.0,37.0,Sicilia
51500,14.25,54.0,Mecklenburg-Vorpommern
51510,14.25,53.75,Mecklenburg-Vorpommern
51520,14.25,53.5,Mecklenburg-Vorpommern
51530,14.25,53.25,Brandenburg
51540,14.25,53.0,Brandenburg
51550,14.25,52.75,Brandenburg
51560,14.25,52.5,Brandenburg
51570,14.25,52.25,Brandenburg
51580,14.25,52.0,Brandenburg
51590,14.25,51.75,Brandenburg
51600,14.25,51.5,Sachsen
51610,14.25,51.25,Sachsen
51620,14.25,51.0,Sachsen
51630,14.25,50.75,Sachsen
51900,14.25,42.5,Abruzzo
51910,14.25,42.25,Abruzzo
51920,14.25,42.0,Abruzzo
51930,14.25,41.75,Molise
51940,14.25,41.5,Molise
51950,14.25,41.25,Campania
51960,14.25,41.0,Campania
51970,14.25,40.75,Campania
51980,14.25,40.5,Campania
52000,14.25,38.0,Sicilia
52010,14.25,37.75,Sicilia
52020,14.25,37.5,Sicilia
52030,14.25,37.25,Sicilia
52040,14.25,37.0,Sicilia
52120,14.5,53.5,Mecklenburg-Vorpommern
52130,14.5,53.25,Brandenburg
52150,14.5,52.75,Brandenburg
52160,14.5,52.5,Brandenburg
52170,14.5,52.25,Brandenburg
52180,14.5,52.0,Brandenburg
52190,14.5,51.75,Brandenburg
52200,14.5,51.5,Sachsen
52210,14.5,51.25,Sachsen
52220,14.5,51.0,Sachsen
52230,14.5,50.75,Sachsen
52480,14.5,42.5,Abruzzo
52490,14.5,42.25,Abruzzo
52500,14.5,42.0,Abruzzo
52510,14.5,41.75,Molise
52520,14.5,41.5,Molise
52530,14.5,41.25,Campania
52540,14.5,41.0,Campania
52550,14.5,40.75,Campania
52560,14.5,40.5,Campania
52580,14.5,38.0,Sicilia
52590,14.5,37.75,Sicilia
52600,14.5,37.5,Sicilia
52610,14.5,37.25,Sicilia
52620,14.5,37.0,Sicilia
52630,14.5,36.75,Sicilia
52730,14.75,52.5,Brandenburg
52740,14.75,52.25,Brandenburg
52750,14.75,52.0,Brandenburg
52760,14.75,51.75,Brandenburg
52770,14.75,51.5,Sachsen
52780,14.75,51.25,Sachsen
52790,14.75,51.0,Sachsen
52800,14.75,50.75,Sachsen
53070,14.75,42.25,Abruzzo
53080,14.75,42.0,Molise
53090,14.75,41.75,Molise
53100,14.75,41.5,Molise
53110,14.75,41.25,Campania
53120,14.75,41.0,Campania
53130,14.75,40.75,Campania
53140,14.75,40.5,Campania
53170,14.75,38.25,Sicilia
53180,14.75,38.0,Sicilia
53190,14.75,37.75,Sicilia
53200,14.75,37.5,Sicilia
53210,14.75,37.25,Sicilia
53220,14.75,37.0,Sicilia
53230,14.75,36.75,Sicilia
53370,15.0,51.5,Sachsen
53380,15.0,51.25,Sachsen
53390,15.0,51.0,Sachsen
53690,15.0,42.0,Molise
53700,15.0,41.75,Molise
53710,15.0,41.5,Puglia
53720,15.0,41.25,Campania
53730,15.0,41.0,Campania
53740,15.0,40.75,Campania
53750,15.0,40.5,Campania
53760,15.0,40.25,Campania
53780,15.0,38.25,Sicilia
53790,15.0,38.0,Sicilia
53800,15.0,37.75,Sicilia
53810,15.0,37.5,Sicilia
53820,15.0,37.25,Sicilia
53830,15.0,37.0,Sicilia
53840,15.0,36.75,Sicilia
54320,15.25,42.0,Puglia
54330,15.25,41.75,Puglia
54340,15.25,41.5,Puglia
54350,15.25,41.25,Puglia
54360,15.25,41.0,Campania
54370,15.25,40.75,Campania
54380,15.25,40.5,Campania
54390,15.25,40.25,Campania
54400,15.25,40.0,Campania
54420,15.25,38.25,Sicilia
54430,15.25,38.0,Sicilia
54440,15.25,37.75,Sicilia
54450,15.25,37.5,Sicilia
54460,15.25,37.25,Sicilia
54470,15.25,37.0,Sicilia
54480,15.25,36.75,Sicilia
54960,15.5,42.0,Puglia
54970,15.5,41.75,Puglia
54980,15.5,41.5,Puglia
54990,15.5,41.25,Puglia
55000,15.5,41.0,Campania
55010,15.5,40.75,Basilicata
55020,15.5,40.5,Campania
55030,15.5,40.25,Campania
55040,15.5,40.0,Campania
55090,15.5,38.25,Sicilia
55100,15.5,38.0,Sicilia
55620,15.75,42.0,Puglia
55630,15.75,41.75,Puglia
55640,15.75,41.5,Puglia
55650,15.75,41.25,Puglia
55660,15.75,41.0,Basilicata
55670,15.75,40.75,Basilicata
55680,15.75,40.5,Basilicata
55690,15.75,40.25,Basilicata
55700,15.75,40.0,Basilicata
55710,15.75,39.75,Calabria
55720,15.75,39.5,Calabria
55750,15.75,38.75,Calabria
55760,15.75,38.5,Calabria
55770,15.75,38.25,Calabria
55780,15.75,38.0,Calabria
56270,16.0,42.0,Puglia
56280,16.0,41.75,Puglia
56290,16.0,41.5,Puglia
56300,16.0,41.25,Puglia
56310,16.0,41.0,Basilicata
56320,16.0,40.75,Basilicata
56330,16.0,40.5,Basilicata
56340,16.0,40.25,Basilicata
56350,16.0,40.0,Basilicata
56360,16.0,39.75,Calabria
56370,16.0,39.5,Calabria
56380,16.0,39.25,Calabria
56390,16.0,39.0,Calabria
56400,16.0,38.75,Calabria
56410,16.0,38.5,Calabria
56420,16.0,38.25,Calabria
56430,16.0,38.0,Calabria
56920,16.25,42.0,Puglia
56930,16.25,41.75,Puglia
56940,16.25,41.5,Puglia
56950,16.25,41.25,Puglia
56960,16.25,41.0,Puglia
56970,16.25,40.75,Basilicata
56980,16.25,40.5,Basilicata
56990,16.25,40.25,Basilicata
57000,16.25,40.0,Basilicata
57010,16.25,39.75,Calabria
57020,16.25,39.5,Calabria
57030,16.25,39.25,Calabria
57040,16.25,39.0,Calabria
57050,16.25,38.75,Calabria
57060,16.25,38.5,Calabria
57070,16.25,38.25,Calabria
57080,16.25,38.0,Calabria
57580,16.5,41.25,Puglia
57590,16.5,41.0,Puglia
57600,16.5,40.75,Puglia
57610,16.5,40.5,Basilicata
57620,16.5,40.25,Basilicata
57630,16.5,40.0,Calabria
57640,16.5,39.75,Calabria
57650,16.5,39.5,Calabria
57660,16.5,39.25,Calabria
57670,16.5,39.0,Calabria
57680,16.5,38.75,Calabria
57690,16.5,38.5,Calabria
57700,16.5,38.25,Calabria
58210,16.75,41.25,Puglia
58220,16.75,41.0,Puglia
58230,16.75,40.75,Puglia
58240,16.75,40.5,Basilicata
58250,16.75,40.25,Basilicata
58260,16.75,40.0,Calabria
58280,16.75,39.5,Calabria
58290,16.75,39.25,Calabria
58300,16.75,39.0,Calabria
58310,16.75,38.75,Calabria
58820,17.0,41.25,Puglia
58830,17.0,41.0,Puglia
58840,17.0,40.75,Puglia
58850,17.0,40.5,Puglia
58880,17.0,39.5,Calabria
58890,17.0,39.25,Calabria
58900,17.0,39.0,Calabria
59430,17.25,41.0,Puglia
59440,17.25,40.75,Puglia
59450,17.25,40.5,Puglia
59460,17.25,40.25,Puglia
59480,17.25,39.5,Calabria
59490,17.25,39.25,Calabria
59500,17.25,39.0,Calabria
60020,17.5,41.0,Puglia
60030,17.5,40.75,Puglia
60040,17.5,40.5,Puglia
60050,17.5,40.25,Puglia
60580,17.75,40.75,Puglia
60590,17.75,40.5,Puglia
60600,17.75,40.25,Puglia
61130,18.0,40.75,Puglia
61140,18.0,40.5,Puglia
61150,18.0,40.25,Puglia
61160,18.0,40.0,Puglia
